id,text,offensive_substrings,offensive_sequences
24286,"da si dupa 89 au castigat 2 titluri adica in 19 ani de democratie cine ia mai impiedicat valentin,dej,ceausescu ? astia sunt intunecatii din ghiulesti niste frustrati amarati.In comunism au castigat un campionat iar alte echipe gen petrolul,arges,uta,craiova au castigat cate 3,4 titluri in concluzie pasarile nigeriene erau o echipa obscura","['intunecatii', 'frustrati amarati', 'pasarile nigeriene']","[(125, 136), (157, 174), (301, 319)]"
25230,"Domnu Prunea,
 vrei valoare in campionat, lasa-i pe profesionisti sa se ocupe. cei de la cluj au demonstrat ca fac treaba buna si cind or ajunge departe in LG, ti scuipa oglinda si ti-a parea rau cit de natarau ai fost sa scoti ase ceva pe gura. te credeam un tip serios da cred ca nu judeci drept, ci iti cam baga altii idei in cap. io le-as baga pula in git si i-as pune sa joace fotbal, sa faca rezultate, aia conteaza.","['ti scuipa oglinda', 'natarau', 'le-as baga pula in git']","[(161, 178), (204, 211), (338, 360)]"
19014,"superpake,pe capul lui d-na m-a-t-a,cwwrva dreaq,care a facut un limbric ca tine si care nu stie cine este tac'tu la cate p-u-l-e a intrat in cwwwrva de m-a-t-a,om tampit ce esti!!!sa va dau mwwie la toti stelistii","['capul lui d-na m-a-t-a', 'cwwrva dreaq', 'limbric', ""nu stie cine este tac'tu la cate p-u-l-e a intrat in cwwwrva de m-a-t-a"", 'om tampit', 'sa va dau mwwie']","[(13, 35), (36, 48), (65, 72), (89, 160), (161, 170), (181, 196)]"
23905,shi oare de ce li se spune tzigani? din nou esti praf.,"['tzigani', 'esti praf']","[(27, 34), (44, 53)]"
19014,"Nu are dreptul sa vorbeasca....asta am trait cu Ceausescu,credeam ca ne-am castigat dreptul de a vorbi,am fost la revolutie personal...unde era atunci tovarasul 'bozgor'Ienei!!!","['Nu are dreptul sa vorbeasca', ""'bozgor'Ienei!""]","[(0, 27), (161, 175)]"
23905,futu va in gura de ziaristi spurcati ba voi trebuie desfintati slugile lui becali si tot nenorocitii ba nu intelegeti ca neam saturat de voi,"['futu va in gura', 'spurcati', 'slugile lui becali', 'nenorocitii', 'neam saturat de voi']","[(0, 15), (28, 36), (63, 81), (89, 100), (121, 140)]"
26393,"pai si bagamaiash pu.la in gatu vostru de cocalari, ce va fute pe voi grija de cum incepe el interviu, fu.tu.va in gura de uscati. are dreptate ca merita pandurii sa castige ... dar retardatzii care nu au televizor acasa si nu au vazut meciu sau traiesc in jungla nu au cum sa auda parerile exprimate de oameni de fotbal care au spus la randul lor ca pandurii a jucat mai bine decat steaua si meritau victoria.pana si ciobanu a recunoscut ca steaua a fost dominata muiilor.","['bagamaiash pu.la in gatu vostru', 'cocalari', 'va fute pe voi grija', 'fu.tu.va in gura', 'uscati', 'retardatzii', 'traiesc in jungla', 'ciobanu', 'muiilor']","[(7, 38), (42, 50), (55, 75), (103, 119), (123, 129), (182, 193), (246, 263), (418, 425), (465, 472)]"
16127,VA RUPEM CAPUL IN SEARA ASTA SI DEJA E GROASA RAU LA G-AOAZA VOASTRA,"['VA RUPEM CAPUL', 'E GROASA RAU LA G-AOAZA VOASTRA']","[(0, 14), (37, 68)]"
19903,"BA BOZGORE, DU-TE IN MORTII MATII SI TACI IN PIZDA MATII DIN GURA, NU TE MAI LUA TU DE CFR, MULTA MUUUUIIEEEEEE BOZGOREEE!!!!!!!!!!!!!","['BOZGORE', 'DU-TE IN MORTII MATII', 'TACI IN PIZDA MATII DIN GURA', 'MUUUUIIEEEEEE BOZGOREEE']","[(3, 10), (12, 33), (37, 65), (98, 121)]"
16127,"Uras bozgorii !!! Ii urasc de MOARTE ! 
 iar pt. distrusii din provincie (romani) care tin partea ungurilor ...le voi sparege masinile cand intra in Bucuresti ..si le voi xxx femeile!! MUHAHAHAHAAHA","['Uras bozgorii', 'Ii urasc de MOARTE', 'distrusii', 'le voi sparege masinile', 'le voi xxx femeile']","[(0, 13), (18, 36), (50, 59), (112, 135), (165, 183)]"
18096,"ma steaua 86, ce stii tu mah schizoid mic? cit face 2+2? ia sa vedem ce stie miticul","['schizoid mic', 'miticul']","[(29, 41), (77, 84)]"
38339,mah romania uraste steaua vorbeste in numele tau si a lui M-A-T-A aia curva care te-a facut :)))))) JEGULEEEE :)))) toata europa uraste dinamuia :)))))) adica pardon scuze nu au cum. :))))))) nici nu au auzit de dinamuia :)))))))),"['M-A-T-A aia curva', 'JEGULEEEE', 'dinamuia', 'dinamuia']","[(58, 75), (100, 109), (136, 144), (136, 144), (212, 220), (212, 220)]"
25684,acuma se vede cinei tadici ced este si ce a fost un taran crescut per camp,['taran crescut per camp'],"[(52, 74)]"
38339,"A importat ciobanu 3 oi negre latine,care nu faceau nicio brinza la stanele pe unde au pasut inaite sa fie importate in Romania,iar acum ziarele le tot umfle ca de obicei.","['ciobanu', 'oi negre latine', 'nu faceau nicio brinza la stanele pe unde au pasut']","[(11, 18), (21, 36), (42, 92)]"
37157,"ionutz1981...ai 27 de ani deeaba,bai..pai mata aia zdreanta se fute cu soareci de biblioteca bah?deci se fute si cu tine...? suntet o mare familie..ca si steaua...mielusei ...bai..lovin ala ce mai face?","['mata aia zdreanta se fute cu soareci de biblioteca', 'se fute', 'mielusei ']","[(42, 92), (102, 109), (163, 172)]"
27202,ba futu-ti mortii matii de gras imputit.e steaua avantajata de arbritaj? dar voi in tur ca ati fost avantajati in 7 partide cum este? natia matii de ungur jepat,"['futu-ti mortii matii', 'gras imputit', 'natia matii', 'ungur jepat']","[(3, 23), (27, 39), (134, 145), (149, 160)]"
39987,"F.U.T.U.V.A. IN GURA DE CI.ORI SAU JAVRE CE SUNTETI;CE P.I.Z.D.A. MAMI VOSTRA AVETI CU RADOI?SA S.U.G.E.T.I P.U.L.A LA TOTI STELISTII;F.U.T.U.V.A MAMELE IN GURA SI SA DAU M.U.IE LA URMASII VOSTRII.INFECTIILOR,TIGANILOR,JAVRELOR,M.U.I.S.T.I.LOR;","['F.U.T.U.V.A. IN GURA', 'CI.ORI', 'JAVRE', 'CE P.I.Z.D.A. MAMI VOSTRA', 'SA S.U.G.E.T.I P.U.L.A', 'F.U.T.U.V.A MAMELE IN GURA', 'SA DAU M.U.IE LA URMASII VOSTRII', 'INFECTIILOR', 'TIGANILOR', 'JAVRELOR', 'M.U.I.S.T.I.LOR']","[(0, 20), (24, 30), (35, 40), (52, 77), (93, 115), (134, 160), (164, 196), (197, 208), (209, 218), (219, 227), (228, 243)]"
22873,"M
 U
 Y
 E
 
 T
 I
 G
 A
 N
 I
 L
 O
 R
 
 F
 R
 U
 S
 T
 A
 T
 I
 
 ! 
 !
 
 M
 U
 Y
 E
 
 T
 I
 G
 A
 N
 I
 L
 O
 R
 
 F
 R
 U
 S
 T
 A
 T
 I
 
 ! 
 !
 
 M
 U
 Y
 E
 
 T
 I
 G
 A
 N
 I
 L
 O
 R
 
 F
 R
 U
 S
 T
 A
 T
 I
 
 ! 
 !
 
 M
 U
 Y
 E
 
 T
 I
 G
 A
 N
 I
 L
 O
 R
 
 F
 R
 U
 S
 T
 A
 T
 I
 
 ! 
 !
 
 M
 U
 Y
 E
 
 T
 I
 G
 A
 N
 I
 L
 O
 R
 
 F
 R
 U
 S
 T
 A
 T
 I
 
 ! 
 !
 
 M
 U
 Y
 E
 
 T
 I
 G
 A
 N
 I
 L
 O
 R
 
 F
 R
 U
 S
 T
 A
 T
 I
 
 ! 
 !
 M
 U
 Y
 E","['M\\nU\\nY\\nE\\n\\nT\\nI\\nG\\nA\\nN\\nI\\nL\\nO\\nR\\n\\nF\\nR\\nU\\nS\\nT\\nA\\nT\\nI', 'M\\nU\\nY\\nE\\n\\nT\\nI\\nG\\nA\\nN\\nI\\nL\\nO\\nR\\n\\nF\\nR\\nU\\nS\\nT\\nA\\nT\\nI', 'M\\nU\\nY\\nE\\n\\nT\\nI\\nG\\nA\\nN\\nI\\nL\\nO\\nR\\n\\nF\\nR\\nU\\nS\\nT\\nA\\nT\\nI', 'M\\nU\\nY\\nE\\n\\nT\\nI\\nG\\nA\\nN\\nI\\nL\\nO\\nR\\n\\nF\\nR\\nU\\nS\\nT\\nA\\nT\\nI', 'M\\nU\\nY\\nE\\n\\nT\\nI\\nG\\nA\\nN\\nI\\nL\\nO\\nR\\n\\nF\\nR\\nU\\nS\\nT\\nA\\nT\\nI', 'M\\nU\\nY\\nE\\n\\nT\\nI\\nG\\nA\\nN\\nI\\nL\\nO\\nR\\n\\nF\\nR\\nU\\nS\\nT\\nA\\nT\\nI', 'M\\nU\\nY\\nE']","[(0, 65), (78, 143), (156, 221), (234, 299), (312, 377), (390, 455), (466, 476)]"
23414,"andone dar mare prost mai esti adica smecher ,dar toata lumea vede macar 3 penaltyuri si ca cfr nu joaca nimic iar tu ne spui povesti,ia mai du-te-n gura mortilor matii de figurant nespalat","['prost', 'smecher', 'du-te-n gura mortilor matii', 'figurant nespalat']","[(16, 21), (37, 44), (141, 168), (172, 189)]"
24933,"Boule,tiganule si eu sunt de mariana aia care in timp ce tui savurai hotia de la Craiova ea o lua sus cum numai ea stie.dar tu habar nu ai ca esti si dobitoc si impotent,javra ordinara!","['Boule', 'tiganule', 'ea o lua sus', 'dobitoc', 'impotent', 'javra ordinara']","[(0, 5), (6, 14), (89, 101), (150, 157), (161, 169), (170, 184)]"
14814,"TZIGANIE asta e valoarea voastra. Vreau sa atrag atentia mediatorilor acestor postari ca, cuvantul tigan se gaseste in DEX nu este un cuvant jignitor deci nu trebuie scos din context ca fiind o insulta. Pe deasupra daca el a capatat o conotatie negativa asta se datoreaza numai etniei respective. Mai studiati si voi limba roamana.","['TZIGANIE', 'tigan']","[(0, 8), (99, 104)]"
38575,cum pierd tiganii cum tipa ca i-a furat cineva dar ati putea sa va ganditi ca nu aveti valoare dar am gresit voi nu ganditi doar vorbiti.la galati nu va mai furat nimeni va placut,"['tiganii', 'sa va ganditi ca nu aveti valoare']","[(10, 17), (61, 94)]"
17019,vasluiul este un sat infect care va fi in curind o suburbie a iasului. in consecinta nu te poti astepta de la patronul echipei sa se manifeste altfel decit ca un taran.,"['sat infec', 'taran']","[(17, 26), (162, 167)]"
38575,bai vasile banuiesc ca esti atat de retardat ca nu poti sa te mastur bezi cu ambele maini,"['retardat', 'nu poti sa te mastur bezi cu ambele maini']","[(36, 44), (48, 89)]"
40515,"pt ultraredbull ala sau cum ai zice....eu propun sa se prezinte mama ta la ultimele etape,sa ne suuga cand ai scuipam noi seminte in cap.Parerea mea.Stai dreaqu in banca ta,putza,.....oaie e mata!","['sa ne suuga cand ai scuipam noi seminte in cap', 'Stai dreaqu in banca ta', 'putza', 'oaie e mata']","[(90, 136), (149, 172), (173, 178), (184, 195)]"
23316,"In sfarsit!! Puscaria este pentru oieerul imputtit, bisnitar care credea ca poate fura pana la capat si campionatul asta, cu echipa si suporterii lui ciorroi analfabeti.. acum cu DNA-ul a fost salvat campionatul viitor.. Rusinee ca mai stati ca slugile pe langa ciobban si ciorroiul lacatus care va improasca cu noroi.. Rusine ca ati fi fost multumiti sa castigati in halul asta! Sunteti de caccat toti stelistii, rusineeeeee!!","['Puscaria este pentru oieerul imputtit', 'bisnitar', 'ciorroi analfabeti', 'slugile', 'ciobban', 'ciorroiul', 'va improasca cu noroi', 'Sunteti de caccat']","[(13, 50), (52, 60), (150, 168), (245, 252), (262, 269), (273, 282), (296, 317), (380, 397)]"
18972,"ai dreptate seven , ce pretentii sa avem de la straini daca cel roman este un do bi toc si vrea sa schimbe imnul pentru o calificare care la unele tari este normala, si pe deasupra mai e si destept...de e fost fotbalist",['do bi toc'],"[(78, 87)]"
37304,atat de idioti suntei voi astia de cfr incat in loc sa va vedeti de jocul vostru stati sa vedeti ce fac arbitrii dc sunteti tari bateti totul si nu o sa aveti probleme!dar pe cine sa bateti voi ca sunteti praf nici cu ceahlaul nu sunteti in star de pocniti!in b cu voi unde va e locul amatorilor!,"['idioti', 'amatorilor', 'sunteti praf']","[(8, 14), (197, 209), (285, 295)]"
43244,prost bata acest zotta dar are si el dreptate la sfarsit:b.o.z.-g.o.r.i.i si c.i.o.-r.i.l.e se vor sfasia intre ei si campionatul o sa-l castige Steaua.AMIN!,"['prost bata', 'b.o.z.-g.o.r.i.i', 'c.i.o.-r.i.l.e']","[(0, 10), (57, 73), (77, 91)]"
14447,"bha jj voi naveti bani s va cumparati un aurola.c, sh vreti s veniti la Brasov s va mance ursu? stai naiba akl in tigania ta","['naveti bani', 'aurola.c', 'tigania']","[(11, 22), (41, 49), (114, 121)]"
13543,"PETRE!!! e un simbol pt nationala si va ramane...felicitari lui si multa, multa caldura contestatarilor...""arza`var focu""",['arza`var focu'],"[(107, 120)]"
25351,"""ole ole ole ola a aruncat elodia"":>..sigur a fost ea:D... mwie....la cio roi...si lu copos...","['mwie', 'cio roi']","[(59, 63), (70, 77)]"
15624,"Cel mai patetic presedinte.....UN JEG.....CINE TE MAI VOTEAZA TRISORULE....?????.....Circul ieftin din viata publica il bagi si in fotbal, CHIORULE.....?????....Uita-te mai bine la fiica-ta aia INCULTA si vezi-ti lungul nasului (ca e destul de mare)......Lua-v-ar dracu de GUNOAIE STELISTE.......Ar trebui sa te cheme BASESCU CEAUSESCU, ba, CHIORULE.....FORZA STIINTA.....","['patetic', 'JEG', 'TRISORULE', 'CHIORULE', 'INCULTA', 'Lua-v-ar dracu', 'GUNOAIE', 'CHIORULE']","[(8, 15), (34, 37), (62, 71), (139, 147), (139, 147), (194, 201), (255, 269), (273, 280), (341, 349), (341, 349)]"
25351,"ce ma distreaza pe mine sunt rapidistii care sustin ca asta a fost blat.
 pasaricilor colorate, blat ati facut cu CFR-ul, acum doar ati jucat la adevarata valoare...
 campionii morali, jajaja, it s killing me :P",['pasaricilor'],"[(75, 86)]"
38966,"sa-mi bag p!u!l!a in m!o!r!t!i!i tai de admin care ai modificat mesajul!!!!!!! in loc de respect sa va dau multa m#u#i#e gastelor!!!
 M/O/A/R/T/E ungurilor!!!","['sa-mi bag p!u!l!a', 'm!o!r!t!i!i', 'm#u#i#e', 'gastelor', 'M/O/A/R/T/E', 'ungurilor']","[(0, 17), (21, 32), (113, 120), (121, 129), (135, 146), (147, 156)]"
20137,pt.ciobanski dute in pula de aurolac spurcat si de oaie proasta numai vorbi nimic de rapid hai cfr cluj,"['ciobanski', 'dute in pula', 'aurolac', 'spurcat', 'oaie', 'proasta']","[(3, 12), (13, 25), (29, 36), (37, 44), (51, 55), (56, 63)]"
34916,"@caine rosu... spui tu: ""nu ca nu e acoperit de regulament pur si simplu nu da bine..."" Dincolo de presiuni, scenarite, prostii, asta mi se pare o idee cel putin timpita. Adica hai sa ne pisam pe el de regulament, ca ""nu da bine"". Si ma mai mir de ce suntem facuti ""tigani"" peste tot... Eu, ca stelist, as prefera depunctarea Rapidului si rejucarea de la 0-0 fara spectatori. Dar regulamentul spune altceva. Ghinion...
 @Alin - ""suporterii"" aruncau spre/in Nes","['timpita', 'tigani', 'sa ne pisam']","[(162, 169), (181, 192), (266, 272)]"
20137,"PTR, RAZVAN...DU-TE MAI FLACAU SI INVATA SA SCRII SI PE URMA DA-I UNA IN CAP LUI MAATA CA TE-A FACUT UN BOU CU OCHII. TACTU SA STEA CAPRA SI MAATA SA STEA 3 ANI IEDUL","['INVATA SA SCRII', 'DA-I UNA IN CAP LUI MAATA', 'BOU CU OCHII', 'SA STEA CAPRA', 'SA STEA 3 ANI IEDUL']","[(34, 49), (61, 86), (104, 116), (124, 137), (147, 166)]"
26341,"Danutz-ule - dupa numele cretin ne dam seama ca esti un dinamuist frustrat care se afla in treaba si vorbeste si el; el care nu a facut nimic in viata lui si care este un looser!!!
 
 Vezi ca te cauta mata, ca esti dobitoc!!!","['cretin', 'frustrat', 'dinamuist', 'looser', 'dobitoc']","[(25, 31), (56, 65), (66, 74), (171, 177), (217, 224)]"
33538,"Mai tigane mai taci din gura, ca si tu esti o sluga ca si Ilie si argaseala. Daca aveai caracterul lui Hagi dadeai demisia ca mafiotul face echipa si tu stai pe banca. Tigane stii de unde esti nu -SATRA cu nevasta ta aia curva ordinara. Si asta stii Lacatus ca nevasta ta e o curva ordinara!!!","['tigane', 'sluga', 'mafiotul', 'Tigane', 'curva ordinara', 'curva ordinara', 'SATRA']","[(4, 10), (46, 51), (126, 134), (168, 174), (197, 202), (221, 235), (221, 235), (276, 290), (276, 290)]"
22411,"Dragi oi, nu vreau sa va suparatzi pe mine si sa ma injuratzi, dar as vrea sa va zic ceva: le fwt pe mamele voastre in gaoa.za si ma pi.s.h. pe mortzii vostri de zdrentze. Cele mai proaste animale = oile!!!!!!","['oi', 'fwt pe mamele voastre', 'gaoa.za', 'ma pi.s.h', 'mortzii', 'zdrentze', 'oile', 'proaste animale']","[(6, 8), (94, 115), (119, 126), (130, 139), (144, 151), (162, 170), (199, 203), (181, 196)]"
9602,"""De amarutz pe 05.04.2008 la 19:52#33
 ungurilor facetiva antirabic de acuma ca tot steaua ia titlu oagarilor ""
 
 Pugeai tu sula la toti unguri.Voi traiti din amintiri si pe baza la trecut vreti sa ajungeti in CH.L.Acum-acum fraiere,ce jucati ?Sau nu conteaza,cumpara Jiji tot? HAI CFR CLUJ> MANDRIA ARDEALULUI.","['ungurilor facetiva antirabic', 'Pugeai tu sula', 'unguri', 'fraiere', 'oagarilor']","[(39, 67), (115, 129), (138, 144), (226, 233), (100, 109)]"
22411,"Voiculescule, mama ta este tigan? sa-ti f mucii-ngat pe piept de ametit coclit ce esti.......","['mama ta este tigan', 'ametit coclit', 'sa-ti f mucii-ngat']","[(14, 32), (34, 52), (65, 78)]"
25070,In primul rand taranu de mai jos cu echipa de sters pe jos ...uitate In curtea ta ca miroase a cioban...In al 2 rand trb sa va ducetzi la biserica sa va rugatzi pt Deaconu....pt k el va adus cele 3 PCT..ratatule..k jok unde a-ti fost ..eu am vazut ca rapid pasa cum ar fi jk cu o echipa de divizia C ...va cred k suntetzi bucurosi k jk 2 saptamani si nu marcati de cat la vrun botez sau o nunta ceva poate doar acolo,"['taranu', 'miroase a cioban', 'ratatule']","[(15, 21), (85, 101), (203, 211)]"
27282,Pentru cretinoidul Dan.Niluaie este Rom cum este el suedez,"['cretinoidul', 'Rom']","[(7, 18), (36, 39)]"
25070,"meciul sa incheiat....acum, cate zile vetzi scrie pe seama acelor faze?ma intreb!...multe presupun...Dar cum voi,ziaristii mioritici sunteti cei mai p..rosti..nu puteti intelege ca sunt pur si simplu greseli omenesti...ID..I..O..TZ..I..Lo..r!!!NU avetzi subiecte!!o S..Uge..TZI in chec!!!","['ziaristii mioritici', 'p..rosti', 'ID..I..O..TZ..I..Lo..r', 'S..Uge..TZI']","[(113, 132), (149, 157), (219, 241), (266, 277)]"
12895,"intelegeti odata ca iancu s-a zgarcit si nu a preluat marca de la zambon. e ca si cu tiganii aia de vand produse marca ""panasoanic""",['tiganii'],"[(85, 92)]"
34142,ba numai bombe de oameni.....inteligentu asta de nae manea vorbeste sa nu taca .....daca mazilu face 4 mil jumate inseamna ca szekely face 5 mil....da ce sa le ceri tiganilor,"['bombe de oameni', 'inteligentu asta', 'tiganilor']","[(9, 24), (29, 45), (165, 174)]"
25369,"Ba ce tot atatea comentarii?? Nu e clar ?Steaua e campioana !!!! Iancu,copos,borcea,stoica ma pis pe capu lor de prosti !! N-au facut nimic pentru echipele lor !!!! Forza Steaua!!!!","['ma pis pe capu lor', 'prosti']","[(91, 109), (113, 119)]"
13700,"ATENTIE ZIARISTI.. REPORTERI..PUNETI MANA PE CARTE CA NU_I URZICA..SI LASATI_L PE Becali
 IN zona prostiei, uitarii, nu-l bagati in seama.
 Iar CFR nu este echipa ungureasca...
 Am fost stelist pana la venirea lui Becali in mocirla fotbalului romanesc.CFR-ul va castiga detasat, maine U CLUJ va injunghia Rapidul, Poli Iasi ii va taia limba lui Becali.","['LASATI_L PE Becali\\n\\nIN zona prostiei', 'mocirla fotbalului', 'ii va taia limba']","[(70, 106), (224, 242), (324, 340)]"
10697,"Imi dau seama cum a fost convins: ""Vrei sa iti mai vezi parintii vii vreodata? Intoarce-te la Steaua"" ceva de genu, ca ciobanu e expert in santaj, el si cu neamurile sale...",['ciobanu'],"[(119, 126)]"
18316,"cand ne strangem la ma-sa lu pancone...io tragem toti la muione...strigam cu totii cat ne tzine...pancone ne P**am pe tine...tigan spurcat din giulesti noua Pu** ne o bel**ti ;)
 
 ati mancat bataie cu 3-0 acasa...cred k va roade asta...anu asta in giulesti e fix PU*A :D","['ma-sa', 'tragem toti la muione', 'ne P**am pe tine', 'tigan spurcat din giulesti', 'Pu** ne o bel**ti', 'PU*A', 'ati mancat bataie', 'va roade asta']","[(20, 25), (42, 63), (106, 122), (125, 151), (157, 174), (183, 200), (223, 236), (266, 270)]"
23731,SA MURITI DE CIUDA BAI STELISTILOR...ASA CUM AM MURIT SI EU CAND NENOROCITA VOSTRA DE ECHIPA A BATUT CU AJUTORUL CLAR AL LUI TUDOR....HAHAHAHAHAHAH AHAHAHAHAHAHHAH H HAHHAAMUHAHAHAMMMUAAAA HAHAHHAHAHAH,"['SA MURITI DE CIUDA', 'NENOROCITA VOSTRA DE ECHIPA']","[(0, 18), (65, 92)]"
16659,nu va mai pierdeti timpul comentand declaratiile unui retard! el numai asa se poate evidentia.aseara am vazut steaua intr-o mare pofta de fotbal. prestatia lui Tudor nu-i poate stirbi deloc meritele.,['retard'],"[(54, 60)]"
